date,campaign_name,campaign_id,adset_name,objective,spend,impressions,clicks,conversions,conversion_value
2026-06-07,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,858.53,132646,1449,25,1991.33
2026-06-07,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,353.84,50060,786,24,1364.79
2026-06-07,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,137.12,12320,200,6,439.92
2026-06-08,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,2264.02,211500,2250,77,3895.28
2026-06-08,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,796.71,85611,1302,64,4443.07
2026-06-08,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1512.23,155284,2459,67,3631.50
2026-06-08,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,510.96,52066,961,39,3367.01
2026-06-08,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,232.82,20346,380,11,858.24
2026-06-09,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1820.14,214334,1746,32,1690.39
2026-06-09,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,562.79,61939,658,29,1403.48
2026-06-09,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1540.01,144903,887,32,1548.90
2026-06-09,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,394.18,42000,657,10,929.40
2026-06-09,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,282.51,27707,505,22,2110.49
2026-06-10,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1525.21,176019,2186,124,6163.19
2026-06-10,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,655.40,73671,1291,34,2218.84
2026-06-10,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1786.61,251585,1973,73,6569.02
2026-06-10,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,343.33,40288,256,6,315.82
2026-06-10,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,252.64,27825,235,5,250.97
2026-06-11,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1326.85,138992,1850,98,4986.35
2026-06-11,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,524.58,75306,1028,30,2063.72
2026-06-11,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1086.63,153580,1400,49,3117.12
2026-06-11,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,463.65,50287,1044,47,3128.45
2026-06-11,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,199.39,19162,251,5,387.96
2026-06-12,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1922.40,228216,3816,114,10598.95
2026-06-12,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,749.56,111234,832,31,2142.57
2026-06-12,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1218.28,177192,2522,53,4372.47
2026-06-12,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,493.74,49056,761,43,3556.52
2026-06-12,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,309.51,43438,840,23,1080.25
2026-06-13,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1435.59,134212,1157,28,2583.12
2026-06-13,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,555.11,57285,523,29,1899.47
2026-06-13,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,977.68,93080,1192,66,3999.45
2026-06-13,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,243.08,24712,335,18,1530.27
2026-06-13,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,207.91,19211,270,8,650.23
2026-06-14,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1117.12,113068,1867,57,3755.15
2026-06-14,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,384.24,42180,727,26,1432.76
2026-06-14,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1217.98,126156,1038,45,3353.15
2026-06-14,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,292.05,25810,513,8,414.64
2026-06-14,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,195.17,27950,484,26,1634.70
2026-06-15,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1744.78,165583,3242,77,5673.66
2026-06-15,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,520.19,74630,454,19,1706.39
2026-06-15,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1107.84,135826,1894,45,4188.09
2026-06-15,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,326.82,37690,688,16,1290.75
2026-06-15,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,232.43,23139,449,9,434.57
2026-06-16,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1863.26,160412,1436,49,4406.16
2026-06-16,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,802.71,68298,1237,37,2373.75
2026-06-16,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1503.62,141854,2194,117,8240.21
2026-06-16,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,436.89,40271,678,23,2109.97
2026-06-16,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,222.96,19738,313,7,448.85
2026-06-17,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1389.47,169234,3139,61,5137.88
2026-06-17,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,562.32,86983,1245,19,1744.11
2026-06-17,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1368.14,129961,2389,137,8134.08
2026-06-17,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,403.85,61543,679,20,989.24
2026-06-17,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,327.36,34754,440,7,520.66
2026-06-18,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,2331.72,318723,5501,318,16694.46
2026-06-18,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS3,OUTCOME_TRAFFIC,635.33,98563,1905,55,2543.35
2026-06-18,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1370.17,117808,1854,51,4105.59
2026-06-18,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,327.46,51270,628,36,2581.47
2026-06-18,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,197.77,21897,351,10,384.20
2026-06-19,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,2099.80,190743,3466,94,8909.34
2026-06-19,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,613.46,59546,1235,41,1937.57
2026-06-19,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1063.34,128237,1437,30,1327.04
2026-06-19,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,400.71,36533,563,10,447.39
2026-06-19,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,316.87,39078,679,36,1622.43
2026-06-20,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1044.34,92894,1704,36,1963.08
2026-06-20,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,397.74,47020,703,35,3285.00
2026-06-20,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,798.72,78012,1402,63,5712.26
2026-06-20,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,284.81,36474,725,31,2687.02
2026-06-20,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,227.44,26070,183,8,550.31
2026-06-21,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1493.37,214505,4462,220,10560.60
2026-06-21,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,341.89,39463,724,22,1819.93
2026-06-21,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1083.41,104430,2106,76,7114.38
2026-06-21,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,223.52,21994,423,15,634.74
2026-06-21,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,177.91,19602,351,6,549.71
2026-06-22,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,2127.70,190349,1289,45,2699.69
2026-06-22,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,744.39,103090,685,15,811.40
2026-06-22,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1066.14,162577,1944,58,3097.19
2026-06-22,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,341.21,38209,767,12,1144.04
2026-06-22,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,199.30,19184,202,8,739.02
2026-06-23,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,2119.24,265722,3734,145,7162.54
2026-06-23,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,728.31,65004,434,8,730.88
2026-06-23,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1313.06,189214,2496,88,8232.74
2026-06-23,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,416.90,61656,1166,52,4557.37
2026-06-23,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,213.55,20562,358,15,879.10
2026-06-24,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,2241.19,274715,5635,264,15489.70
2026-06-24,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,762.42,117782,2436,125,7865.48
2026-06-24,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1621.39,208508,1825,49,2402.28
2026-06-24,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,528.98,47564,628,32,2664.41
2026-06-24,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,217.20,19120,191,6,326.70
2026-06-25,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,2330.43,201471,3688,140,8499.30
2026-06-25,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,480.62,45750,726,17,658.81
2026-06-25,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1482.89,130315,897,35,1528.48
2026-06-25,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,334.94,32075,368,15,785.55
2026-06-25,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,247.07,33119,238,8,621.18
2026-06-26,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1508.24,145141,1472,75,4749.44
2026-06-26,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,771.31,106901,1366,71,5040.05
2026-06-26,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1311.88,136115,1888,69,4437.60
2026-06-26,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,464.19,40646,304,13,790.45
2026-06-26,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,212.67,25319,512,8,469.16
2026-06-27,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1568.02,247620,5021,230,19133.11
2026-06-27,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,388.07,37463,612,9,527.76
2026-06-27,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1089.64,94796,1633,39,2093.52
2026-06-27,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,213.81,18713,181,4,316.86
2026-06-27,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,188.72,20564,359,19,1021.14
2026-06-28,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1531.80,134282,856,44,2095.74
2026-06-28,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,511.66,76938,656,23,2187.53
2026-06-28,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1226.37,113876,1097,62,5564.98
2026-06-28,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,253.01,27912,319,17,1299.54
2026-06-28,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS3,OUTCOME_TRAFFIC,216.77,22190,212,4,339.04
2026-06-29,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1861.63,222131,2880,130,6957.45
2026-06-29,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,742.80,69553,487,14,1146.46
2026-06-29,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1442.32,186483,1646,69,6394.44
2026-06-29,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,362.76,45337,543,11,910.70
2026-06-29,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,210.68,20678,156,6,355.54
2026-06-30,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1682.69,174314,2749,111,6024.07
2026-06-30,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,534.93,76196,1517,37,3132.41
2026-06-30,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS3,OUTCOME_AWARENESS,1543.00,188561,1513,83,4995.62
2026-06-30,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,385.48,33998,228,5,325.21
2026-06-30,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,306.26,29787,238,5,477.57
2026-07-01,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1915.81,230293,2208,35,1700.80
2026-07-01,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,712.27,87696,1810,33,2941.08
2026-07-01,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1510.88,190019,2473,71,5699.14
2026-07-01,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,452.65,38683,566,22,905.15
2026-07-01,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,317.85,36209,448,9,701.18
2026-07-02,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1992.94,232556,3201,155,13493.25
2026-07-02,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,654.36,81338,1200,51,4283.56
2026-07-02,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1661.37,186713,1829,71,6236.34
2026-07-02,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,466.11,73276,1378,72,4501.25
2026-07-02,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,285.40,40323,546,26,1211.32
2026-07-03,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,2188.71,249552,2616,89,7191.00
2026-07-03,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,620.79,85827,1125,23,1097.53
2026-07-03,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1715.23,199840,2651,41,3385.27
2026-07-03,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS1,OUTCOME_SALES,376.93,38647,783,29,1155.15
2026-07-03,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,232.17,23112,268,9,601.59
2026-07-04,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,1598.69,235589,3691,201,15949.86
2026-07-04,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS2,OUTCOME_TRAFFIC,345.71,29624,565,12,817.84
2026-07-04,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1208.57,152245,1450,68,3002.50
2026-07-04,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS3,OUTCOME_SALES,345.57,39795,513,8,580.58
2026-07-04,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS1,OUTCOME_TRAFFIC,151.59,14058,259,12,954.00
2026-07-05,ACME_NA_SOCIAL_Q2,2384801433,ACME_NA_SOCIAL_Q2__AS1,OUTCOME_AWARENESS,1198.90,136094,2567,124,4998.96
2026-07-05,ACME_NA_SOCIAL_ALWAYSON,2384888254,ACME_NA_SOCIAL_ALWAYSON__AS1,OUTCOME_TRAFFIC,366.56,33890,513,23,885.99
2026-07-05,ACME_EMEA_SOCIAL_Q2,2384800758,ACME_EMEA_SOCIAL_Q2__AS2,OUTCOME_AWARENESS,780.20,89258,1289,27,2547.68
2026-07-05,Retargeting Q2 (new),2384892081,Retargeting Q2 (new)__AS2,OUTCOME_SALES,269.08,40887,555,18,1623.80
2026-07-05,ACME_APAC_SOCIAL_Q2,2384876907,ACME_APAC_SOCIAL_Q2__AS2,OUTCOME_TRAFFIC,191.84,26229,440,15,725.28
